deal_id,customer_id,salesperson_id,deal_value,current_stage,status,created_date,closed_date,date_logic_error,deal_duration_days,customer_company,customer_contact,customer_email,customer_phone,customer_email_status,salesperson_name,salesperson_email,salesperson_role,salesperson_email_status,activity_count,last_activity_date,act_call,act_email,act_follow_up,act_meeting,act_note,act_unknown,email_count,last_email_date,positive_emails,negative_emails,engagement_score
D0240,C0376,U012,34653.31,Prospecting,won,2025-09-12,,False,,Wade-Collier,Katherine Mcclure,katherine.mcclure@yahoo.com,,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,2,,1.0,0.0,0.0,1.0,0.0,0.0,1,2026-05-10,1,0,5
D0241,C0390,U007,10178.02,Closed Lost,open,2025-05-11,,False,,Ramos Inc,Kelly Jones,kelly.jones@yahoo.com,,valid,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,3,2026-04-22,0.0,0.0,0.0,3.0,0.0,0.0,1,,0,0,7
D0242,C0124,U012,53811.14,Negotiation,,2026-02-04,,False,,Marquez Inc,James Bowers,james.bowers@gmail.com,001-365-451-1047x5412,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,1,,0.0,0.0,0.0,0.0,1.0,0.0,0,,0,0,2
D0243,C0180,U014,40510.66,Negotiation,,,,False,,"Clark, Pearson And Palmer",Tracy Fleming,tracy.fleming@yahoo.com,(829)803-4944,valid,Michele Williams,michele.williams@gmail.com,rep,valid,2,,1.0,0.0,0.0,0.0,0.0,1.0,0,,0,0,4
D0244,C0353,U009,54192.47,Qualified,,,,False,,Davis-Reed,Gregory Stanley,gregory.stanley@gmail.com,249.711.4152,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,0,,,,,,,,1,,1,0,1
D0245,C0269,U005,20465.23,Closed Won,,,2026-06-04,False,,Berry Group,Susan Murphy,susan.murphy@COMPANY.COM,+1-423-829-8324,placeholder,Cristian Santos,cristian.santos@gmail.com,unknown,valid,0,,,,,,,,2,2025-12-23,0,2,2
D0246,C0006,U001,30214.39,Closed Lost,open,,,False,,"Alvarez, Pierce And Baker",Jenny Lewis,jenny.lewis@hotmail.com,001-534-565-7871x33150,valid,Allison Hill,allison.hillgmail.com,manager,malformed,2,2026-04-10,0.0,0.0,1.0,0.0,1.0,0.0,1,2026-03-24,0,1,5
D0247,C0382,U008,65450.08,Negotiation,open,2025-11-18,,False,,Martin And Sons,,jill.washington@gmail.com,893.934.9605x016,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,2,2026-07-05,1.0,1.0,0.0,0.0,0.0,0.0,1,,1,0,5
D0248,C0094,U007,22366.33,,lost,,,False,,Campbell Plc,Martha Ruiz,martha.ruiz@hotmail.com,8162245650,valid,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,2,,0.0,0.0,2.0,0.0,0.0,0.0,1,,0,1,5
D0249,C0214,U011,65338.95,Proposal Sent,closed,,,False,,Mitchell Inc,Emily Hayes,emily.hayes@hotmail.com,+1-849-629-9556x20533,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,1,,0.0,0.0,0.0,0.0,0.0,1.0,0,,0,0,2
D0250,C0376,U009,72766.0,Proposal Sent,lost,,2026-10-07,False,,Wade-Collier,Katherine Mcclure,katherine.mcclure@yahoo.com,,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,3,2026-11-06,1.0,0.0,0.0,1.0,0.0,1.0,1,2025-12-10,1,0,7
D0251,C0354,U010,3119.52,Closed Lost,won,2026-04-20,2026-03-06,True,,Murray Group,Stephanie Adams,stephanie.adams@hotmail.com,790.956.9659x1713,valid,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,7,2026-11-02,1.0,0.0,3.0,3.0,0.0,0.0,1,,1,0,15
D0252,C0135,U003,9031.45,Closed Lost,open,,,False,,Bruce-Williamson,Michele Evans,michele.evansgmail.com,+1-891-825-1341x252,malformed,Angie Henderson,angie.hendersongmail.com,manager,malformed,2,2026-07-27,0.0,2.0,0.0,0.0,0.0,0.0,2,2026-07-27,1,1,6
D0253,C0188,U008,71936.12,Prospecting,lost,,,False,,Colon Llc,Joy Meyer,joy.meyer@hotmail.com,262-457-5326x03323,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,5,2025-11-22,2.0,1.0,1.0,0.0,1.0,0.0,0,,0,0,10
D0254,C0274,U008,69740.44,Qualified,won,2026-01-18,,False,,Bryant-Rich,Danielle Medina,danielle.medina@hotmail.com,6866803476,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,2,2026-02-03,0.0,2.0,0.0,0.0,0.0,0.0,0,,0,0,4
D0255,C0124,U012,62899.45,Prospecting,won,2026-05-12,2026-12-07,False,209.0,Marquez Inc,James Bowers,james.bowers@gmail.com,001-365-451-1047x5412,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,1,2026-07-03,0.0,0.0,1.0,0.0,0.0,0.0,4,2026-06-19,2,1,6
D0256,C0163,U003,,Prospecting,closed,2026-05-30,,False,,Thompson Plc,Oscar Howard,oscar.howard@hotmail.com,6594929378,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,1,,0.0,0.0,0.0,1.0,0.0,0.0,0,,0,0,2
D0257,C0026,U014,21203.15,Proposal Sent,open,,,False,,Tucker-Price,Rebecca Ramsey,,929.480.6990x162,missing,Michele Williams,michele.williams@gmail.com,rep,valid,1,,0.0,0.0,0.0,0.0,1.0,0.0,1,,1,0,3
D0258,C0295,U002,82397.72,Closed Won,won,,,False,,"Rodriguez, Cervantes And Wise",Johnny Keller,johnny.keller@gmail.com,829.902.2784,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,1,,0.0,0.0,0.0,1.0,0.0,0.0,1,,0,0,3
D0259,C0125,U003,53156.85,Closed Lost,open,2026-01-13,,False,,Cole-Peters,Alexander Gomez,alexander.gomez@gmail.com,+1-495-860-4661x839,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,4,,1.0,1.0,1.0,1.0,0.0,0.0,1,,1,0,9
D0260,C0326,U003,12007.0,,open,,,False,,"Gilmore, Fitzgerald And Brown",Megan Barron,megan.barron@gmail.com,(757)590-5528x1832,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,3,2026-07-06,0.0,0.0,1.0,1.0,0.0,1.0,1,2025-12-28,0,1,7
D0261,C0221,U012,59052.37,Proposal Sent,open,2026-03-21,,False,,Clark-Martin,Alison Williams,alison.williams@hotmail.com,001-622-480-9202,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,3,2026-06-06,0.0,0.0,1.0,1.0,0.0,1.0,2,2026-09-03,0,2,8
D0262,C0221,U009,59703.0,Negotiation,closed,,,False,,Clark-Martin,Alison Williams,alison.williams@hotmail.com,001-622-480-9202,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,3,2026-02-03,0.0,0.0,2.0,0.0,0.0,1.0,3,2026-07-01,2,0,9
D0263,C0235,U005,7251.0,,open,,,False,,"Anderson, Fox And Henderson",Amanda Reed,amanda.reed@hotmail.com,001-727-618-7500x36915,valid,Cristian Santos,cristian.santos@gmail.com,unknown,valid,1,2025-01-12,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,0,3
D0264,C0228,U001,75224.85,Closed Lost,lost,,,False,,Owen-Mendez,Amy Price,amy.pricegmail.com,+1-201-827-9611x4351,malformed,Allison Hill,allison.hillgmail.com,manager,malformed,3,,1.0,2.0,0.0,0.0,0.0,0.0,1,2026-03-09,0,1,7
D0265,C0333,U009,58549.22,Closed Won,won,,2026-01-03,False,,Cordova Plc,Erin Thornton,erin.thornton@yahoo.com,292-897-5170x2814,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,4,2026-05-10,0.0,1.0,1.0,1.0,1.0,0.0,2,2026-06-12,2,0,10
D0266,C0055,U002,5155.4,Closed Lost,open,2026-05-15,,False,,"Lewis, Fowler And Maddox",Gavin Zhang,gavin.zhang@hotmail.com,218.639.3352,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,4,2026-03-07,0.0,0.0,1.0,3.0,0.0,0.0,1,2026-04-17,0,0,9
D0267,C0244,U004,49179.52,Prospecting,open,,,False,,Smith And Sons,John Smith,john.smith@yahoo.com,001-874-806-4930x85368,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,2,,0.0,0.0,0.0,0.0,1.0,1.0,2,2026-06-20,0,0,6
D0268,C0298,U005,52097.13,Prospecting,lost,2026-04-08,,False,,Bright-Santiago,Benjamin Smith,,001-876-921-2679x6927,missing,Cristian Santos,cristian.santos@gmail.com,unknown,valid,2,2025-12-16,0.0,0.0,1.0,1.0,0.0,0.0,1,,0,0,5
D0269,C0235,U013,63580.37,Prospecting,lost,2026-01-27,2026-11-04,False,281.0,"Anderson, Fox And Henderson",Amanda Reed,amanda.reed@hotmail.com,001-727-618-7500x36915,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,1,2025-11-11,0.0,0.0,0.0,1.0,0.0,0.0,1,2026-07-29,1,0,3
D0270,C0266,U001,80374.39,Prospecting,won,2026-05-27,,False,,Brown And Sons,Lisa Brown,lisa.brown@hotmail.com,5168451046,valid,Allison Hill,allison.hillgmail.com,manager,malformed,2,,1.0,0.0,0.0,0.0,0.0,1.0,2,2026-04-12,1,1,6
D0271,C0096,U009,48128.36,Proposal Sent,open,,,False,,Williams Ltd,John Bryant,john.bryant@hotmail.com,925.695.2694x95888,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,3,2026-10-05,0.0,2.0,0.0,1.0,0.0,0.0,1,,0,1,7
D0272,C0230,U012,15429.0,Closed Won,open,,,False,,Allen-Smith,Zachary Chan,zachary.chan@yahoo.com,+1-766-693-8011x84895,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,4,,0.0,0.0,2.0,2.0,0.0,0.0,1,2026-02-04,1,0,9
D0273,C0269,U010,47431.79,Closed Lost,lost,,,False,,Berry Group,Susan Murphy,susan.murphy@COMPANY.COM,+1-423-829-8324,placeholder,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,3,2026-02-04,2.0,1.0,0.0,0.0,0.0,0.0,0,,0,0,6
D0274,C0416,U012,47059.79,Negotiation,won,,,False,,Garcia Plc,Leslie Randall,leslie.randall@hotmail.com,(584)456-7972,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,1,2025-11-28,0.0,0.0,0.0,0.0,1.0,0.0,1,,1,0,3
D0275,C0226,U007,83576.87,Prospecting,open,,,False,,"Manning, Smith And Mills",Jaime Harris,jaime.harris@yahoo.com,,valid,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,5,2026-12-05,2.0,1.0,0.0,1.0,0.0,1.0,2,2026-03-17,0,1,12
D0276,C0111,U004,65922.18,Negotiation,open,,,False,,"Barnes, Miranda And Stephenson",Daniel Garcia,,5792030673,missing,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,1,,0.0,0.0,0.0,1.0,0.0,0.0,1,,1,0,3
D0277,C0288,U010,4650.98,Qualified,open,,,False,,Meyer Ltd,Alison Blake,alison.blake@hotmail.com,353.634.4857,valid,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,3,2026-07-22,1.0,0.0,1.0,0.0,0.0,1.0,1,2026-11-01,0,0,7
D0278,C0125,U004,49135.68,Proposal Sent,won,2025-11-14,,False,,Cole-Peters,Alexander Gomez,alexander.gomez@gmail.com,+1-495-860-4661x839,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,3,2026-05-22,0.0,1.0,1.0,0.0,1.0,0.0,1,,0,1,7
D0279,C0086,U008,62520.91,Prospecting,won,,,False,,Roach Group,Rita Ponce Dvm,rita.ponce.dvm@hotmail.com,(518)484-4225x831,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,1,,0.0,0.0,1.0,0.0,0.0,0.0,2,,1,1,4
D0280,C0390,U006,79175.55,Closed Won,lost,,,False,,Ramos Inc,Kelly Jones,kelly.jones@yahoo.com,,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,0,,,,,,,,3,2025-12-01,1,2,3
D0281,C0027,U005,28162.93,Closed Lost,open,2026-06-18,,False,,Green Llc,Gabriel Juarez,gabriel.juarez@yahoo.com,264-517-0805x310,valid,Cristian Santos,cristian.santos@gmail.com,unknown,valid,2,,0.0,1.0,0.0,0.0,0.0,1.0,1,,0,1,5
D0282,C0340,U012,49533.78,Closed Won,,,,False,,"Marsh, Nelson And Wolfe",Joseph Bell,joseph.bell@gmail.com,3285457652,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,4,2026-05-25,1.0,0.0,0.0,3.0,0.0,0.0,0,,0,0,8
D0283,C0042,U008,34832.47,Prospecting,closed,2026-03-05,,False,,Pierce-Tran,Willie Durham,willie.durham@yahoo.com,527-948-4677,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,4,2026-02-25,0.0,2.0,0.0,2.0,0.0,0.0,0,,0,0,8
D0284,C0242,U009,34509.12,Proposal Sent,,,,False,,Wright Llc,Cameron Rose,cameron.rose@gmail.com,9054577848,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,0,,,,,,,,0,,0,0,0
D0285,C0036,U005,78665.53,Closed Won,lost,,,False,,"James, Kerr And Evans",Jessica Carroll,jessica.carroll@gmail.com,+1-213-834-1232x812,valid,Cristian Santos,cristian.santos@gmail.com,unknown,valid,3,2026-06-05,0.0,2.0,0.0,1.0,0.0,0.0,0,,0,0,6
D0286,C0162,U006,83968.94,Prospecting,won,2025-06-12,,False,,White-Flores,Steven Osborne,steven.osborne@gmail.com,,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,5,,1.0,0.0,0.0,1.0,0.0,3.0,0,,0,0,10
D0287,C0022,U014,32714.04,Proposal Sent,won,2026-04-25,,False,,"Atkinson, Jones And Perry",Cheyenne Horton,cheyenne.horton@yahoo.com,(332)901-6328x7083,valid,Michele Williams,michele.williams@gmail.com,rep,valid,2,,1.0,1.0,0.0,0.0,0.0,0.0,0,,0,0,4
D0288,C0313,U003,30163.16,Negotiation,open,,,False,,Johnson Inc,Nathan Sullivan,nathan.sullivan@gmail.com,+1-287-582-9310x2707,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,1,,0.0,0.0,0.0,1.0,0.0,0.0,1,,0,0,3
D0289,C0105,U012,47126.42,,won,,,False,,Griffin Llc,Elizabeth Sharp,elizabeth.sharp@gmail.com,653-701-7426x841,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,1,,0.0,1.0,0.0,0.0,0.0,0.0,1,2026-05-02,1,0,3
D0290,C0351,U012,77154.36,Prospecting,lost,2026-02-05,2026-04-23,False,77.0,Ramos-Johnson,,matthew.chan@hotmail.com,(976)924-6719,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,2,2026-11-02,0.0,1.0,1.0,0.0,0.0,0.0,1,2026-02-15,1,0,5
D0291,C0136,U001,,Closed Lost,open,,,False,,"Taylor, Reyes And Lopez",Melissa Brewer,melissa.brewer@gmail.com,+1-227-742-2579,valid,Allison Hill,allison.hillgmail.com,manager,malformed,2,,1.0,0.0,0.0,1.0,0.0,0.0,1,2026-05-02,0,1,5
D0292,C0147,U014,43963.12,Closed Won,won,,2026-05-15,False,,Lucas-Bowers,Cynthia Cruz,cynthia.cruz@gmail.com,491.980.5526x9658,valid,Michele Williams,michele.williams@gmail.com,rep,valid,0,,,,,,,,0,,0,0,0
D0293,C0045,U003,82227.08,Proposal Sent,closed,2025-12-12,,False,,Garcia-Lozano,Charles Pitts,charles.pitts@gmail.com,874-759-6158,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,1,,0.0,0.0,0.0,0.0,0.0,1.0,1,,0,1,3
D0294,C0267,U005,34349.0,Negotiation,,,,False,,"Bray, Garcia And Stewart",Kim Lopez,kim.lopez@hotmail.com,780.703.8457x620,valid,Cristian Santos,cristian.santos@gmail.com,unknown,valid,0,,,,,,,,1,2025-12-05,0,1,1
D0295,C0152,U004,53753.66,Closed Lost,won,2026-05-08,,False,,Yang Inc,Scott Sanchez,scott.sanchez@yahoo.com,(662)320-8635x365,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,5,2026-08-05,2.0,1.0,2.0,0.0,0.0,0.0,2,,1,0,12
D0296,C0113,U003,12961.27,Negotiation,lost,,,False,,"Simpson, Compton And David",Rachel Flores,rachel.flores@yahoo.com,(824)862-8733x42708,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,2,,1.0,0.0,0.0,0.0,0.0,1.0,1,,0,1,5
D0297,C0211,U004,77462.91,Qualified,lost,2026-04-12,2026-05-24,False,42.0,"Charles, Howard And Shaw",Michael Obrien,michael.obrien@yahoo.com,001-676-760-7283x26842,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,2,,1.0,1.0,0.0,0.0,0.0,0.0,1,2026-08-06,0,1,5
D0298,C0273,U011,27301.37,Proposal Sent,open,2025-11-22,,False,,Ho Group,Katherine Nguyen,katherine.nguyen@yahoo.com,,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,2,2026-03-04,0.0,0.0,1.0,1.0,0.0,0.0,0,,0,0,4
D0299,C0390,U003,48037.91,Qualified,lost,,,False,,Ramos Inc,Kelly Jones,kelly.jones@yahoo.com,,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,2,2026-05-07,1.0,0.0,0.0,0.0,1.0,0.0,1,,1,0,5
D0300,C0368,U001,26829.57,Negotiation,lost,,,False,,"Byrd, Barnes And Ortiz",Dylan Green,dylan.green@hotmail.com,835.897.1072x563,valid,Allison Hill,allison.hillgmail.com,manager,malformed,0,,,,,,,,1,2026-07-18,0,0,1
D0301,C0053,U003,65164.36,Qualified,open,,,False,,"Turner, Ortiz And Taylor",Elizabeth Vasquez,elizabeth.vasquez@gmail.com,482.867.5869,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,3,2025-05-12,0.0,3.0,0.0,0.0,0.0,0.0,1,2026-07-04,0,1,7
D0302,C0301,U004,31498.32,Proposal Sent,open,,,False,,Nichols-Smith,Taylor Berry,taylor.berry@yahoo.com,(254)642-0949x40792,valid,Daniel Wagner,daniel.wagner@yahoo.com,admin,valid,3,,1.0,1.0,0.0,0.0,1.0,0.0,0,,0,0,6
D0303,C0236,U012,42535.71,Closed Won,open,2026-02-16,,False,,Dunn And Sons,Tyler Cooper,tyler.cooper@gmail.com,563.365.5647x2929,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,2,,0.0,1.0,0.0,1.0,0.0,0.0,1,,0,1,5
D0304,C0136,U007,7022.38,Proposal Sent,won,,2025-02-12,False,,"Taylor, Reyes And Lopez",Melissa Brewer,melissa.brewer@gmail.com,+1-227-742-2579,valid,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,0,,,,,,,,3,2026-05-25,1,0,3
D0305,C0436,U008,66313.93,Proposal Sent,lost,,2026-01-21,False,,Clark-Williams,Mark Lowe,mark.lowe@yahoo.com,(956)336-0041x2577,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,1,,1.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2
D0306,C0300,U009,44974.2,Closed Lost,open,2025-11-30,,False,,"Miller, Cross And Fox",Nicole Ramirez,nicole.ramirez@hotmail.com,689-213-7189,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,2,,0.0,0.0,1.0,1.0,0.0,0.0,0,,0,0,4
D0307,C0123,U009,48068.03,,lost,2026-04-05,,False,,Kim Inc,Randy Friedman,randy.friedman@yahoo.com,001-350-647-7358x66296,valid,Gabrielle Davis,gabrielle.davis@yahoo.com,rep,valid,0,,,,,,,,1,,0,1,1
D0308,C0201,U005,,Negotiation,,,,False,,Sandoval-Obrien,Stanley Barnes,stanley.barnes@hotmail.com,001-634-765-4722x698,valid,Cristian Santos,cristian.santos@gmail.com,unknown,valid,3,2026-03-23,2.0,1.0,0.0,0.0,0.0,0.0,6,2026-07-31,2,3,12
D0309,C0233,U014,10949.83,Closed Lost,open,,,False,,Davis-Nunez,Angela Velazquez,angela.velazquez@yahoo.com,553-594-2373x33433,valid,Michele Williams,michele.williams@gmail.com,rep,valid,2,2025-11-26,1.0,1.0,0.0,0.0,0.0,0.0,2,2026-04-16,1,1,6
D0310,C0163,U008,39382.34,Prospecting,open,,,False,,Thompson Plc,Oscar Howard,oscar.howard@hotmail.com,6594929378,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,0,,,,,,,,2,,0,1,2
D0311,C0163,U012,9114.47,Qualified,open,2026-06-28,,False,,Thompson Plc,Oscar Howard,oscar.howard@hotmail.com,6594929378,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,2,,0.0,0.0,1.0,0.0,1.0,0.0,0,,0,0,4
D0312,C0194,U012,33119.67,Closed Lost,open,,,False,,"Barber, Jarvis And Richard",Thomas Webb,thomas.webb@hotmail.com,+1-272-396-5902x77167,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,1,2025-12-10,0.0,0.0,0.0,0.0,1.0,0.0,1,,1,0,3
D0313,C0333,U014,74046.0,Qualified,open,,,False,,Cordova Plc,Erin Thornton,erin.thornton@yahoo.com,292-897-5170x2814,valid,Michele Williams,michele.williams@gmail.com,rep,valid,0,,,,,,,,1,,0,1,1
D0314,C0369,U013,16588.12,Closed Lost,won,2025-11-23,,False,,"Harper, Jones And Hawkins",Timothy Ruiz,timothy.ruiz@yahoo.com,+1-290-404-8964x652,valid,Lisa Hensley,lisa.hensley@yahoo.com,rep,valid,1,2026-06-17,0.0,0.0,0.0,1.0,0.0,0.0,1,,1,0,3
D0315,C0007,U008,68922.46,Closed Lost,,2026-03-24,,False,,Jones Ltd,Austin Johnson,,,missing,Gina Moore,gina.moore@yahoo.com,rep,valid,3,2026-03-07,1.0,1.0,0.0,0.0,0.0,1.0,0,,0,0,6
D0316,C0228,U007,51609.0,Closed Lost,open,,,False,,Owen-Mendez,Amy Price,amy.pricegmail.com,+1-201-827-9611x4351,malformed,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,2,2026-01-31,0.0,0.0,1.0,1.0,0.0,0.0,1,2026-06-29,0,1,5
D0317,C0025,U003,56048.62,Qualified,open,,,False,,Brown-Wall,Randy Shah,randy.shah@gmail.com,001-596-670-5466x88937,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,1,,1.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2
D0318,C0150,U006,10592.12,Prospecting,open,,,False,,Wade-Barrett,Adam Taylor,adam.taylor@gmail.com,(675)388-4252,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,1,,0.0,0.0,0.0,0.0,1.0,0.0,1,2026-06-27,0,0,3
D0319,C0350,U012,82185.49,,open,2026-01-12,,False,,Guerrero Plc,Rebecca Harris,rebecca.harris@hotmail.com,978.748.5880x0616,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,5,2026-06-03,1.0,0.0,1.0,3.0,0.0,0.0,0,,0,0,10
D0320,C0151,U006,64829.91,Closed Won,lost,,,False,,Rogers Group,Austin Joseph,austin.joseph@hotmail.com,+1-317-378-5079x2524,valid,Connie Lawrence,connie.lawrence@gmail.com,rep,valid,1,,0.0,0.0,1.0,0.0,0.0,0.0,0,,0,0,2
D0321,C0351,U014,36049.0,Proposal Sent,lost,2026-01-18,2026-03-29,False,70.0,Ramos-Johnson,,matthew.chan@hotmail.com,(976)924-6719,valid,Michele Williams,michele.williams@gmail.com,rep,valid,2,,0.0,0.0,0.0,1.0,1.0,0.0,0,,0,0,4
D0322,C0044,U008,,Negotiation,lost,,,False,,Cantu-Kane,Mrs. Janet Chase,mrs.janet.chase@yahoo.com,7573662702,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,2,2026-11-02,1.0,0.0,1.0,0.0,0.0,0.0,1,2025-11-21,0,1,5
D0323,C0310,U010,43061.38,Closed Lost,closed,2026-05-29,,False,,Delgado Inc,Mary Adams,mary.adams@hotmail.com,969-308-7766x18306,valid,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,3,2026-10-07,1.0,1.0,0.0,0.0,0.0,1.0,2,,0,1,8
D0324,C0001,U002,53725.97,Prospecting,,,,False,,Kelly-Santiago,Melinda Jones,melinda.jones@hotmail.com,(783)227-6483,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,2,2026-04-03,1.0,0.0,1.0,0.0,0.0,0.0,0,,0,0,4
D0325,C0209,U001,68805.0,Negotiation,lost,,,False,,"Lee, Palmer And Vaughan",Tyler Medina,tyler.medina@gmail.com,+1-713-236-1386x1207,valid,Allison Hill,allison.hillgmail.com,manager,malformed,4,2026-01-26,0.0,2.0,1.0,1.0,0.0,0.0,1,,0,1,9
D0326,C0155,U005,28547.64,Closed Lost,closed,,,False,,Harris And Sons,Tyrone Kaufman,tyrone.kaufman@gmail.com,001-441-803-8657x191,valid,Cristian Santos,cristian.santos@gmail.com,unknown,valid,3,,1.0,2.0,0.0,0.0,0.0,0.0,1,,1,0,7
D0327,C0287,U010,17700.3,Prospecting,open,2026-04-02,,False,,Oconnor-Mills,Briana Wiggins,briana.wiggins@hotmail.com,,valid,Ryan Munoz,ryan.munoz@yahoo.com,rep,valid,1,2026-07-07,0.0,0.0,0.0,1.0,0.0,0.0,0,,0,0,2
D0328,C0403,U001,14474.76,Qualified,,,,False,,Harris Plc,Katherine Goodwin,,(214)605-7861x7063,missing,Allison Hill,allison.hillgmail.com,manager,malformed,1,,0.0,0.0,0.0,0.0,0.0,1.0,0,,0,0,2
D0329,C0411,U007,26495.2,Prospecting,closed,,,False,,Davidson-Hahn,Todd Reynolds,todd.reynolds@yahoo.com,918-777-5803x046,valid,Abigail Shaffer,abigail.shaffer@gmail.com,rep,valid,4,,0.0,0.0,1.0,2.0,0.0,1.0,1,,0,1,9
D0330,C0291,U011,,Negotiation,lost,,2026-03-20,False,,Cook-Gonzalez,Rhonda Miller,rhonda.miller@yahoo.com,001-521-571-7477,valid,Monica Herrera,monica.herreragmail.com,rep,malformed,3,2026-06-18,0.0,0.0,2.0,0.0,0.0,1.0,2,2025-12-30,0,0,8
D0331,C0425,U003,11256.53,Closed Won,open,,2026-03-02,False,,Pierce-Taylor,Jeremy Bell,jeremy.bell@hotmail.com,8787956776,valid,Angie Henderson,angie.hendersongmail.com,manager,malformed,2,,0.0,1.0,0.0,0.0,1.0,0.0,3,2026-05-26,2,1,7
D0332,C0209,U002,39234.18,Closed Lost,won,,2026-12-07,False,,"Lee, Palmer And Vaughan",Tyler Medina,tyler.medina@gmail.com,+1-713-236-1386x1207,valid,Noah Rhodes,noah.rhodes@gmail.com,manager,valid,4,2025-12-06,1.0,2.0,0.0,0.0,0.0,1.0,2,2026-04-13,1,0,10
D0333,C0397,U001,38555.14,Proposal Sent,open,,,False,,Turner-Tucker,Brenda Lawrence,brenda.lawrence@gmail.com,643-927-0185x1067,valid,Allison Hill,allison.hillgmail.com,manager,malformed,1,2025-12-14,0.0,0.0,0.0,0.0,1.0,0.0,1,,1,0,3
D0334,C0172,U008,13465.14,Closed Lost,won,,,False,,Wood-Griffin,John Perez,john.perez@yahoo.com,001-502-211-5869,valid,Gina Moore,gina.moore@yahoo.com,rep,valid,1,,0.0,1.0,0.0,0.0,0.0,0.0,0,,0,0,2
D0335,C0103,U012,33863.62,Prospecting,,,,False,,Smith Plc,Tanya Rogers,tanya.rogers@yahoo.com,+1-688-472-8743x1527,valid,Jamie Arnold,jamie.arnold@hotmail.com,rep,valid,1,,0.0,1.0,0.0,0.0,0.0,0.0,1,2025-12-16,1,0,3
