customer_id,email,customer_type,signup_date,lifetime_value,is_churned,region
1398,customer_1398@company18.com,Startup,2026-02-02,3001.48,0,US
1399,customer_1399@company19.com,Startup,2026-02-03,4128.05,1,EU
1400,customer_1400@company0.com,Startup,2026-02-04,4140.9,0,EU
1401,customer_1401@company1.com,Startup,2026-02-05,1860.93,0,US
1402,customer_1402@company2.com,Startup,2026-02-06,4658.94,1,US
1403,customer_1403@company3.com,Startup,2026-02-07,3268.38,0,US
1404,customer_1404@company4.com,Startup,2026-02-08,4392.6,0,EU
1405,customer_1405@company5.com,Startup,2026-02-09,2620.17,0,EU
1406,customer_1406@company6.com,Startup,2026-02-10,4634.33,0,EU
1407,customer_1407@company7.com,Startup,2026-02-11,2862.21,0,APAC
1408,customer_1408@company8.com,Startup,2026-02-12,1537.93,0,APAC
1409,customer_1409@company9.com,Startup,2026-02-13,4668.84,0,EU
1410,customer_1410@company10.com,Startup,2026-02-14,1819.5,0,APAC
1411,customer_1411@company11.com,Startup,2026-02-15,2617.6,0,US
1412,customer_1412@company12.com,Startup,2026-02-16,4825.22,0,US
1413,customer_1413@company13.com,Startup,2026-02-17,4827.13,0,US
1414,customer_1414@company14.com,Startup,2026-02-18,3507.03,0,US
1415,customer_1415@company15.com,Startup,2026-02-19,3711.43,0,EU
1416,customer_1416@company16.com,Startup,2026-02-20,3069.56,0,LATAM
1417,customer_1417@company17.com,Startup,2026-02-21,2526.24,0,US
1418,customer_1418@company18.com,Startup,2026-02-22,2650.33,0,US
1419,customer_1419@company19.com,Startup,2026-02-23,3853.81,0,EU
1420,customer_1420@company0.com,Startup,2026-02-24,4133.31,0,LATAM
1421,customer_1421@company1.com,Startup,2026-02-25,4270.53,0,US
1422,customer_1422@company2.com,Startup,2026-02-26,4263.66,0,EU
1423,customer_1423@company3.com,Startup,2026-02-27,1819.22,0,US
1424,customer_1424@company4.com,Startup,2026-02-28,3230.47,0,US
1425,customer_1425@company5.com,Startup,2026-03-01,1701.46,0,LATAM
1426,customer_1426@company6.com,Startup,2026-03-02,3423.35,1,LATAM
1427,customer_1427@company7.com,Startup,2026-03-03,3045.36,0,US
1428,customer_1428@company8.com,Startup,2026-03-04,4606.96,0,LATAM
1429,customer_1429@company9.com,Startup,2026-03-05,2728.2,0,EU
1430,customer_1430@company10.com,Startup,2026-03-06,1909.73,0,APAC
1431,customer_1431@company11.com,Startup,2026-03-07,2000.47,0,EU
1432,customer_1432@company12.com,Startup,2026-03-08,4165.29,0,EU
1433,customer_1433@company13.com,Startup,2026-03-09,3663.76,0,EU
1434,customer_1434@company14.com,Startup,2026-03-10,1853.93,0,EU
1435,customer_1435@company15.com,Startup,2026-03-11,1794.37,0,US
1436,customer_1436@company16.com,Startup,2026-03-12,3953.39,0,US
1437,customer_1437@company17.com,Startup,2026-03-13,1754.67,1,US
1438,customer_1438@company18.com,Startup,2026-03-14,4376.51,0,EU
1439,customer_1439@company19.com,Startup,2026-03-15,3971.85,0,US
1440,customer_1440@company0.com,Startup,2026-03-16,1784.72,0,EU
1441,customer_1441@company1.com,Startup,2026-03-17,1796.93,0,LATAM
1442,customer_1442@company2.com,Startup,2026-03-18,4953.24,0,US
1443,customer_1443@company3.com,Startup,2026-03-19,2809.95,0,EU
1444,customer_1444@company4.com,Startup,2026-03-20,2797.25,0,US
1445,customer_1445@company5.com,Startup,2026-03-21,4344.8,0,APAC
1446,customer_1446@company6.com,Startup,2026-03-22,4815.37,1,US
1447,customer_1447@company7.com,Startup,2026-03-23,4951.0,0,EU
1448,customer_1448@company8.com,Startup,2026-03-24,4136.82,0,APAC
1449,customer_1449@company9.com,Startup,2026-03-25,2816.91,0,LATAM
1450,customer_1450@company10.com,Startup,2026-03-26,1792.25,0,EU
1451,customer_1451@company11.com,Startup,2026-03-27,4220.01,0,EU
1452,customer_1452@company12.com,Startup,2026-03-28,3454.41,0,EU
1453,customer_1453@company13.com,Startup,2026-03-29,2984.78,0,APAC
1454,customer_1454@company14.com,Startup,2026-03-30,4672.24,0,EU
1455,customer_1455@company15.com,Startup,2026-03-31,1889.19,0,US
1456,customer_1456@company16.com,Startup,2026-04-01,3224.19,0,LATAM
1457,customer_1457@company17.com,Startup,2026-04-02,1539.74,0,EU
1458,customer_1458@company18.com,Startup,2026-04-03,3140.31,1,EU
1459,customer_1459@company19.com,Startup,2026-04-04,1697.06,0,US
1460,customer_1460@company0.com,Startup,2026-04-05,1915.86,0,EU
1461,customer_1461@company1.com,Startup,2026-04-06,1911.34,0,US
1462,customer_1462@company2.com,Startup,2026-04-07,3772.24,0,EU
1463,customer_1463@company3.com,Startup,2026-04-08,4111.16,0,US
1464,customer_1464@company4.com,Startup,2026-04-09,3541.79,0,EU
1465,customer_1465@company5.com,Startup,2026-04-10,4867.6,0,LATAM
1466,customer_1466@company6.com,Startup,2026-04-11,2812.05,0,US
1467,customer_1467@company7.com,Startup,2026-04-12,2499.99,0,LATAM
1468,customer_1468@company8.com,Startup,2026-04-13,4540.1,0,US
1469,customer_1469@company9.com,Startup,2026-04-14,2282.59,0,APAC
1470,customer_1470@company10.com,Startup,2026-04-15,4871.28,0,APAC
1471,customer_1471@company11.com,Startup,2026-04-16,1542.54,0,EU
1472,customer_1472@company12.com,Startup,2026-04-17,4894.58,0,EU
1473,customer_1473@company13.com,Startup,2026-04-18,1651.06,0,APAC
1474,customer_1474@company14.com,Startup,2026-04-19,4619.0,0,US
1475,customer_1475@company15.com,Startup,2026-04-20,3346.95,1,US
1476,customer_1476@company16.com,Startup,2026-04-21,4975.38,0,EU
1477,customer_1477@company17.com,Startup,2026-04-22,1758.29,0,APAC
1478,customer_1478@company18.com,Startup,2026-04-23,3438.49,1,APAC
1479,customer_1479@company19.com,Startup,2026-04-24,4892.56,0,APAC
1480,customer_1480@company0.com,Startup,2026-04-25,3330.84,0,US
1481,customer_1481@company1.com,Startup,2026-04-26,3702.9,0,APAC
1482,customer_1482@company2.com,Startup,2026-04-27,3935.12,0,US
1483,customer_1483@company3.com,Startup,2026-04-28,3090.89,0,EU
1484,customer_1484@company4.com,Startup,2026-04-29,3696.45,1,US
1485,customer_1485@company5.com,Startup,2026-04-30,3545.1,0,US
1486,customer_1486@company6.com,Startup,2026-05-01,4654.05,0,US
1487,customer_1487@company7.com,Startup,2026-05-02,1659.06,0,US
1488,customer_1488@company8.com,Startup,2026-05-03,2483.37,0,EU
1489,customer_1489@company9.com,Startup,2026-05-04,4826.44,0,US
1490,customer_1490@company10.com,Startup,2026-05-05,4615.92,0,US
1491,customer_1491@company11.com,Startup,2026-05-06,3094.8,0,US
1492,customer_1492@company12.com,Startup,2026-05-07,3670.46,0,US
1493,customer_1493@company13.com,Startup,2026-05-08,2470.83,0,US
1494,customer_1494@company14.com,Startup,2026-05-09,2158.42,0,US
1495,customer_1495@company15.com,Startup,2026-05-10,3122.94,0,EU
1496,customer_1496@company16.com,Startup,2026-05-11,2736.73,0,EU
1497,customer_1497@company17.com,Startup,2026-05-12,3542.8,0,EU
1498,customer_1498@company18.com,Startup,2026-05-13,1772.07,0,EU
1499,customer_1499@company19.com,Startup,2026-05-14,4910.38,0,US
1500,customer_1500@company0.com,Startup,2026-05-15,4951.74,0,APAC
